Cliente;Regional;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Contrato;Aditivo;Estação Ponta A;Estação Ponta B;Valor;Previsão;Status;Último Evento;Observação
NIQTURBO PIMENTEL E MOREIRA LTDA - ME;Brasília;GOBL000005;NIQTURBO;BL;650;650;004/2011/DC/4600;06/02/2012;Contrato;06/02/2012;4730/011/2014;6;GONQA0PP001;GONQA0PP001;R$ 45.500,00 ;00/00/0000;operação;trânsito;"02/02 - Transito liberado.
20/01 - Transito: AS - 265228
IPV4: 168.0.40/22 / IPV6: 2804:2c94::/32								"
NOROESTECOM TELECOMUNICAÇÕES LTDA;São Paulo;SPBL000003;NOROESTECOM;BL;400;0;;01/02/2013;Contrato;13/05/2013;;;SPBRU0PP001;SPBRU0PP001;R$ 0,00 ;00/00/0000;desativado;desativado;OS de desativação recebida. Circuito desativado
NOROESTECOM TELECOMUNICAÇÕES LTDA;São Paulo;SPBL000012;NOROESTECOM;BL;2000;2000;2038/2015/DC/4600;10/12/2015;Contrato;21/01/2016;4750/0004/2015;;SPBRU0PP001;desconhecido;R$ 50.000,00 ;00/00/0000;operação;trânsito;"15/08/2016 - Transito de AS: 
AS: 265415 
IPV4:168.194.252/22 IPV6:280433C0::32"
NORTELPA ENGENHARIA S/A;;TOBL000004;NORTELPA;BL;0;0;;29/09/2012;Contrato;01/06/2012;;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;cancelado;cancelado;
ODEBRECHT;;RJAC000003;ODEBRECHT;AC;50;0;0513/2013/DC/4400/4600;16/07/2013;Contrato;19/07/2013;;;RJDQX0PP001;RJRJO0PM004;R$ 0,00 ;00/00/0000;desativado;desativado;"11/08 - Cliente desativado; Relatório de desativação preenchido e anexado na ocorrência. Equipamento entregue no escritório do RJ.
08/07 - Circuito em processo de desativação."
OLIVEIRA & DECORATO LTDA ME;Porto Alegre;RSBL000015;OLIVEIRA & DECORATO;BL;150;0;0249/2016/DC/4600;06/04/2016;Contrato;;4770/021/2016;;RSSIV0PM024;desconhecido;R$ 6.900,00 ;00/00/0000;instalação;em ativação;15/08/2016 - Circuito em configuração.
Omini Telecomunicações Ltda.;;GOBL000004;OMNI;BL;0;0;;00/00/0000;Contrato;17/10/2011;;;GOMIH0PP002;GOMIH0PP002;R$ 0,00 ;00/00/0000;desativado;desativado;OS de desativação recebida. Circuito desativado
ONDA G NETWORK TELECOMUNICAÇÕES LTDA;Brasília;TOBL000008;ONDA G;BL;100;0;016/2011/DC/4600;16/10/2012;Contrato;27/12/2012;4500/0062/2011;;TOPIT0PP001;TOPIT0TR001;R$ 4.549,92 ;00/00/0000;bloqueado;bloqueado;Bloqueio a pedido da área de arrecadação.
OOPS TELECOM LTDA - ME;Salvador;ALBL000001;OOPS TELECOM;BL;6000;1000;02059/2015/DC/4600;27/05/2016;Contrato;01/07/2016;4720/004/2015;;ALICY0PP001;desconhecido;R$ 24.000,00 ;00/00/0000;operação;ativado;01/07/2016 - Cliente ativado.
OOPS TELECOM LTDA - ME;Salvador;ALP2000001;OOPS TELECOM - IGACI-BARUERI;P2;4000;0;02057/2015/DC/4600;22/12/2015;Contrato;;4710/005/2015;;ALICY0PP001;SPBRE0PM002;R$ 44.000,00 ;00/00/0000;instalação;pend. implantação;"02/08/2016 - Solicitado para o comercial providenciar nova viabilidade de atendimento do cliente em porta de 10Gbps.
19/07/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
11/07/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
21/06/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
07/06/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
31/05/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
03/05/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
26/04/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão até julho.
19/04/2016 - Aguardando ampliação da capacidade na ALOG Barueri. Previsão 90 dias."
OSIRNET INFO TELECOM LTDA-ME;Porto Alegre;RSL2000017;OSIRNET;L2;1500;1500;0367/2016/DC/4600;06/05/2016;Contrato;19/07/2016;4770/023/2016;;desconhecido;RSPAE0PM003;R$ 18.000,00 ;00/00/0000;operação;ativado;19/07/2016 - Cliente ativado.
P4 TELECOM LTDA - EPP;Porto Alegre;SCBL000004;P4 TELECOM LTDA;BL;1000;0;0553/06/20016/4600;21/06/2016;Contrato;;4770/032/2016;;SCXXE0PP001;desconhecido;R$ 20.000,00 ;21/08/2016;instalação;pend. implantação;"02/08/2016 - PROA aprovado. Aguardando conclusão de caixa R2 em XANXERE.
20/07/2016 - PROA aprovado. Aguardando conclusão de caixa R2 em XANXERE.
22/06/2016 - Enviadas OS e VTA para Engenharia"
PAIM & ASSOCIADOS COMUNICAÇÃO LTDA;Porto Alegre;RSBL000006;PAIM COMUNICAÇÃO;BL;5;5;01990/2015/DC/4600;20/11/2015;Contrato;27/11/2015;4770/008/2015;;RSPAE0PM001;desconhecido;R$ 644,20 ;00/00/0000;operação;ativado;27/11 - Cliente ativado
PAIVA SANTANA TELECOM COMUNICACOES LTDA - ME;;BABL000001;PAIVA SANTANA;BL;100;0;01507/2015/DC/4600;29/01/2015;Contrato;04/03/2015;;;BAPGU0TR002;desconhecido;R$ 10.961,00 ;00/00/0000;desativado;desativado;"12/04/2016 - Retirada dos equipamentos.
07/04/2016 - Recebido o Termo de Recisão, assinado em 09/09/2015 "
PAULO DE TARSO DE CARVALHO BAYMA FILHO;Fortaleza;MABL000011;PAULO DE TARSO;BL;400;0;068/2012/DC/4600;31/05/2013;Contrato;29/08/2014;4500/ 120/2012;;MASLS0PP001;MASLS0PP001;R$ 26.000,00 ;00/00/0000;desativado;desativado;"04/07/2016 - Circuito desativado.
30/06/2016 - Desativação de circuito."
PAULO DE TARSO DE CARVALHO BAYMA FILHO;Fortaleza;MAL2000007;PAULO DE TARSO - SÃO LUÍS-PORTO FRANCO;L2;50;0;01968/2015/DC/4600;12/11/2015;Contrato;;4730/0019/2015;;MASLS0PP001;MAPFN0PP001;R$ 2.128,00 ;04/12/2015;instalação;pend. cliente;"02/08/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
26/07/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
19/07/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
21/06/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
07/06/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
31/05/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
24/05/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
11/05/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
03/05/2016 - Agendado fusões e jumpers para 05/05.
26/04/2016 - Pendente PROA cliente para ponta de Porto Franco
19/04/2016 - Pendente PROA cliente para ponta de Porto Franco
12/04/2016 - Pendente PROA cliente para ponta de Porto Franco
05/04/2016 - Pendente PROA cliente para ponta de Porto Franco
29/03/2016 - Pendente PROA cliente para ponta de Porto Franco
21/03/2016 - Pendente PROA cliente para ponta de Porto Franco
14/03/2016 - Pendente PROA cliente para ponta de Porto Franco
07/03/2016 - Pendente PROA cliente para ponta de Porto Franco
01/03/2016 - Pendente PROA cliente para ponta de Porto Franco
25/02/2016 - Pendente PROA cliente para ponta de Porto Franco
16/02/2016 - Pendente PROA cliente para ponta de Porto Franco
04/02 - Pendente PROA cliente para ponta de Porto Franco
26/01 - Aguardando PROA da ponta de Porto Franco, necessário nova fusão e jumper em São Luis.
19/01 - Aguardando PROA da ponta de Porto Franco.
03/12 - Fusões de FO na estação Telebras agendadas para 04/12
24/11 - Aguardando PROA cliente
17/11 - Aguardando PROA cliente
12/11 - Aguardando PROA cliente"
PAULO DE TARSO DE CARVALHO BAYMA FILHO;Fortaleza;MAL2000008;PAULO DE TARSO - SÃO LUÍS-GRAJAÚ;L2;50;0;01969/2015/Dc/4600;12/11/2015;Contrato;;4730/0020/2015;;MASLS0PP001;MAGJU0PP001;R$ 2.128,00 ;04/12/2015;instalação;pend. implantação;"02/08/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
26/07/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
19/07/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
11/07/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
21/06/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
07/06/2016 - Cliente está em implantação de sua rede de FO, o reagendamento ocorrerá quando o cliente confirmar a conclusão da obra.
31/05/2016 - Recebido e Aprovado PROA. Em agendamento de fusões e jumpers
11/05/2016 - Aguardando PROA da ponta de Grajaú.
03/05/2016 - Aguardando PROA da ponta de Grajaú.
26/04/2016 - Aguardando PROA da ponta de Grajaú e Aguardando projeto lógico pela GERT."
PAULO DE TARSO DE CARVALHO BAYMA FILHO;Fortaleza;MAL2000009;PAULO DE TARSO - SÃO LUÍS-IMPERATRIZ;L2;900;900;01967/2015/DC/4600;12/11/2015;Contrato;08/12/2015;4730/0018/2015;;MASLS0PP001;MAITZ0TR001;R$ 17.840,00 ;00/00/0000;operação;upgrade;03/05/2016 - Ampliação de 100 para 900 Mbps.
PAULO DE TARSO DE CARVALHO BAYMA FILHO;Fortaleza;MAL2000011;PAULO DE TARSO - SAO LUIS-MIRANDA DO NORTE;L2;100;100;0052/2016/DC/4600;20/01/2016;Contrato;27/01/2016;4710/ 030 /2015;;MASLS0PP001;desconhecido;R$ 3.684,00 ;00/00/0000;operação;ativado;"09/03/2016 - Circuito configurado com projeto definitivo

27/01/2016 - Cliente começou a utilizar o circuito. Data a ser utilizada para faturamento.

25/01/2016 - Circuito entregue com configuração provisória, a pedido do cliente (entrega do serviço na mesma interface do circuito MAL2000008)."
PAULO DE TARSO DE CARVALHO BAYMA FILHO;Fortaleza;SPL2000016;PAULO DE TARSO - BARUERI-SÃO LUÍS;L2;1000;1000;01924/2015/DC/4600;05/10/2015;Contrato;19/11/2015;4710/016/2015;;SPBRE0PM002;MASLS0PP001;R$ 32.260,00 ;00/00/0000;operação;ativado;19/11 - Cliente ativado.
PC SILVA HOUSE NET;Fortaleza;MABL000025;PC SILVA HOUSE NET;BL;400;400;01226/2014/DC/4600;25/07/2014;Contrato;11/09/2014;4710/027/2014;;MAPFN0PP001;MAPFN0PP001;R$ 34.000,00 ;00/00/0000;operação;desbloqueado;23/10 - Desloqueio a pedido da área de arrecadação.
PETRÓLEO BRASILEIRO S.A.;Rio de Janeiro;AMTX000005;PETROBRAS RJO-MNS;TX;155;155;0454/2016/DC/4600;11/01/2016;Contrato;29/06/2016;4760/006/2016;;desconhecido;desconhecido;R$ 14.485,45 ;00/00/0000;operação;ativado;"07/06/16 - Enviado para Pós-vendas e área comercial documentação para entrega ao cliente:

- Documento orientativo para abertura de chamados  (AMTX000005 - PETROBRAS RJO-MNS - 08 -TB-0001_R01 - Orientação a Clientes Para Abertura Chamado - Serviço TX)

Exigidos em contrato:

- Relatório da Telebras do teste de 24h (AMTX000005 - PETROBRAS RJO-MNS - Relatório Final Teste 24hs)
- Relatório do teste de 24h extraído do equipamento (LE167416-CC_MTS5800_WMDF0131230078 e LE167417-CC_MTS5800_AMDF0084010352)
- Certificado de aferição dos equipamentos envolvidos no teste (STM-1_TESTE 24H. RIO X MANAUS)

30/06/16 - Foi realizado novo teste de RTD para medir a latência entre os pop Correios e Arena Manaus porque o teste no cliente foi utilizado como loop o equipamento no Rio, aumentando absurdamente a latência
29/06/16 - Finalizado teste 24hs ok."
PETRÓLEO BRASILEIRO S.A.;Rio de Janeiro;RJTX000053;PETROBRAS - PoC_RJO-MNS;TX;1000;0;01920/2015/DC/4600;01/10/2015;Contrato;;;;RJRJO0PM012;AMMNS0PP002;R$ 0,00 ;08/10/2015;desativado;desativado;"29/10 - Enviado OS de desativação para o Felipe Marques definir o que será desfeito ou mantido na transmissão que foi modificada ""temporariamente"" para atender o teste do circuito"
PHASE - PROJETOS, SERVIÇOS DE ENGENHARIA E TELECOMUNICAÇÕES LTDA;Belém;PABL000023;PHASE ENGENHARIA;BL;1000;1000;2031/2015/DC/4600;29/01/2016;Contrato;29/02/2016;4740/051/2015;;PABLM0PM002;PABLM0PM002;R$ 91.090,00 ;00/00/0000;operação;ativado;29/02/2016 - Cliente ativado.
PHASE - PROJETOS, SERVIÇOS DE ENGENHARIA E TELECOMUNICAÇÕES LTDA;Belém;PABL000026;PHASE ENGENHARIA;BL;1000;0;0079/2016/DC/4600;29/01/2016;Contrato;;;;PABLM0PM002;desconhecido;R$ 91.090,00 ;22/02/2016;cancelado;cancelado;12/02 - Recebida OS de Cancelamento de Ativação
PLENITUDE E SISTEMAS LTDA - EPP;Belém;PABL000029;PLENITUDE E SISTEMAS;BL;50;50;0179/2016/DC/4600;11/03/2016;Contrato;19/05/2016;4740/007/2016;;PABLM0PM002;desconhecido;R$ 4.250,00 ;00/00/0000;operação;ativado;19/05/2016 - Cliente ativado.
POLICANAL SERVIÇOS DE TELECOMUNICAÇÕES L;;GOBL000013;POLICANAL;BL;0;0;;29/11/2012;Contrato;;;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;cancelado;cancelado;
PONTOINFOR COMUNICAÇÃO LTDA - ME;Brasília;MABL000013;PONTOINFOR;BL;100;0;0515/2013/DC/4600;12/08/2013;Contrato;08/04/2014;4500/0026/2013;;MAITZ0PP001;MAITZ0PP001;R$ 7.753,20 ;00/00/0000;bloqueado;bloqueado;20/07 - Cliente bloqueado a pedido da GFO
PONTUAL - NET SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;Fortaleza;PEBL000001;PONTUAL - NET;BL;500;0;0332/2016/DC/4600;18/05/2016;Contrato;;4710/012/2016;;PERCE0PP001;desconhecido;R$ 15.665,00 ;00/00/0000;instalação;pend. implantação;"02/08/2016 - Agendados fusões e jumpers para 02/08.
19/07/2016 - Cliente construirá caixa R2 em Tejipio
11/07/2016 - Cliente construirá caixa R2 em Tejipio
28/06/2016 - Em estudo de implantação de CX R2 em Tejipio
21/06/2016 - Em estudo de implantação de CX R2 em Tejipio"
PORTO VELHO TELECOMUNICAÇÕES LTDA;;ROBL000004;PORTO VELHO TELECOM;BL;0;0;;23/08/2013;Contrato;02/09/2014;;;desconhecido;desconhecido;R$ 0,00 ;00/00/0000;cancelado;cancelado;
PREFEITURA  BARRETOS;Governo;SPBL000010;PREFEITURA DE BARRETOS;BL;6;6;0760/2013/DC/4600;31/10/2013;Contrato;10/07/2014;4500/049/2013;;SPBRS0TR001;SPBRS0TC004;R$ 1.380,00 ;00/00/0000;operação;ativado;
PREFEITURA  MUNICIPAL DE CIDADE  OCIDENTAL;Governo;GOBL000029;PREF. MUN. CIDADE  OCIDENTAL;BL;22;22;0812/2013/DC/4600;30/01/2014;Contrato;24/02/2014;4500/052/2013;;GOCDOLTR001;GOCDOLTC002;R$ 5.060,00 ;00/00/0000;operação;ativado;
PREFEITURA  MUNICIPAL DE COLINAS DO TOCANTINS;Governo;TOBL000025;PREFEITURA DE COLINAS;BL;6;6;0791/2013/DC/4600;06/02/2014;Contrato;30/01/2015;4500/058/2013;;TOCGO0TR001;TOCGO0TC004;R$ 1.399,98 ;00/00/0000;operação;ativado;Testado com o cliente
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000006;PCRJ - CORREIOS-TREVO DAS MISSÕES;CI;0;0;01316/2014/DC/4600;29/09/2014;Contrato;05/12/2014;C.T. 01/2011;;RJRJO0PM012;desconhecido;R$ 0,00 ;00/00/0000;operação;ativado;Autorizado pela Soraia porque o cliente não definiu data para abordar a caixa R2
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000007;PCRJ - POP CORREIOS-CAIXA_EORJO00050;CI;0;0;01317/2014/DC/4600;04/11/2014;Contrato;05/11/2014;C.T. 01/2014;;RJRJO0PM012;RJRJO0PM012;R$ 0,00 ;00/00/0000;operação;mudança de endereço;"07/07/16 - Enviado email para o pós-vendas informando da alteração de endereço.
27/06/16 - Executado pelo cliente, coordenado pela Engenharia (Péricles) e com acompanhamento da PSGT fusão do cliente na CAIXA_EORJO00050 
06/06/16 - Alteração de endereço.
Foi Alterado nome do circuito"
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000008;PCRJ - POP CORREIOS-CAIXA_EORJO00050;CI;0;0;01376/2014/DC/4600;29/09/2014;Contrato;05/11/2014;C.T. 01/2014;;RJRJO0PM012;RJRJO0PM012;R$ 0,00 ;00/00/0000;operação;mudança de endereço;"07/07/16 - Enviado email para o pós-vendas informando da alteração de endereço.
27/06/16 - Executado pelo cliente, coordenado pela Engenharia (Péricles) e com acompanhamento da PSGT fusão do cliente na CAIXA_EORJO00050.

06/06/2016 - Alteração de endereço.
Alterado nome do circuito"
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000009;PCRJ - CAIXA_EORJO00050 - POP CORREIOS;CI;0;0;0463/2016/DC/4600;02/06/2016;Contrato;;C.T. 01/2014;;RJRJO0PM012;RJRJO0PM012;R$ 0,00 ;13/06/2016;instalação;pend. implantação;"06/06/2016 - CESSÃO DE FIBRAS ÓPTICAS - Ativação
Ponta A: Rua da Carioca, 41 (3IRLF) - Abordagem na caixa EORJO00050 localizada na Rua da Carioca
Ponta B: Av. Presidente Vagas nº 3077 - DATACENTER PCRJ - FO 43-44"
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000010;PCRJ - CAIXA_EORJO00050 - POP CORREIOS;CI;0;0;0464/2016/DC/4600;02/06/2016;Contrato;;C.T. 01/2014;;RJRJO0PM012;RJRJO0PM012;R$ 0,00 ;13/06/2016;instalação;pend. implantação;"06/06/2016 - CESSÃO DE FIBRAS ÓPTICAS - Ativação
Ponta A: Rua da Carioca, 41 (3IRLF) - Abordagem na caixa EORJO00050 localizada na Rua da Carioca
Ponta B: Av.Presidente Vagas nº 3077 - DATACENTER PCRJ - FO 45-46"
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000011;PCRJ - CAIXA_EORJO00050 - POP CORREIOS;CI;0;0;0465/2016/DC/4600;02/06/2016;Contrato;;C.T. 01/2014;;RJRJO0PM012;RJRJO0PM012;R$ 0,00 ;13/06/2016;instalação;pend. implantação;"06/06/2016 - CESSÃO DE FIBRAS ÓPTICAS - Ativação
Ponta A: Rua da Carioca, 41 (3IRLF) - Abordagem na caixa EORJO00050 localizada na Rua da Carioca
Ponta B: Av.Presidente Vagas nº 3077 - FO 47-48"
PREFEITURA DA CIDADE DO RIO DE JANEIRO;Governo;RJCI000012;PCRJ - POP CORREIOS-CAIXA_EORJO00050;CI;0;0;0466/2016/DC/4600;02/06/2016;Contrato;27/06/2016;C.T. 01/2014;;RJRJO0PM012;RJRJO0PM012;R$ 0,00 ;00/00/0000;operação;ativado;"07/07/16 - Enviado email para o pós-vendas informando ativação
27/06/16 - Executado pelo cliente, coordenado pela Engenharia (Péricles) e com acompanhamento da PSGT fusão do cliente na CAIXA_EORJO00050"
PREFEITURA DE SANTA VITÓRIA DO PALMAR;Governo;RSAC000003;PREFEITURA DE SANTA VITÓRIA DO PALMAR;AC;20;20;01721/2015/DC/4600;09/06/2015;Contrato;11/06/2015;;;RSGTI0PP002;RSGTI0PP002;R$ 0,00 ;00/00/0000;operação;ativado;"11/06 - Cliente Ativado
15/06 - Solicitado cadastro no Peak Flow e Registro.br"
PREFEITURA MUNICIPAL DE ANÁPOLIS;Governo;GOBL000012;PREFEITURA ANÁPOLIS;BL;64;64;113/2012/DC/4600;03/08/2012;Contrato;22/01/2013;4500/111/2012;;GOANS0TR006;GOANS0TR005;R$ 7.045,12 ;00/00/0000;operação;desbloqueado;
PREFEITURA MUNICIPAL DE APARECIDA DE GOIÂNIA;Governo;GOBL000027;PMAG;BL;10;10;0759/2013/DC/4600;28/11/2013;Contrato;31/03/2014;4500/050/2013;;GOACG0TR001;GOACG0TC005;R$ 1.928,00 ;00/00/0000;operação;ativado;
PREFEITURA MUNICIPAL DE COLOMBIA;Governo;SPBL000009;PREFEITURA MUNICIPAL DE COLOMBIA;BL;10;10;0753/2013/DC/4600;06/11/2013;Contrato;12/12/2014;4500/048/2013;;MGPLU0PP001;SPCLM0TC002;R$ 1.516,70 ;00/00/0000;operação;ativado;
PREFEITURA MUNICIPAL DE LUIS EDUARDO MAGALHÃES;Governo;BABL000003;PREF MUNICIPAL DE LUIS EDUARDO MAGALHÃES;BL;100;100;089/2015/DC/4600;30/09/2015;Contrato;15/10/2015;;;DFBSA0PP001;DFBSA0PP001;R$ 17.000,00 ;00/00/0000;operação;ativado;"07/12 - Confirmada a ampliação de banda pela BR Fibras. Banda de 100 Mbps.
15/10 - Cliente ativado com acesso de 20 Mbps. Trafego do cliente está limitado pela infra de acesso da BR Fibras.

Circuito não será temporário.

BR Fibras entregou acesso com 20 Mbps e o Fernando Passos irá verificar o prazo para regularização dos 100 Mbps."
PREFEITURA MUNICIPAL DE SANTANA DO LIVRAMENTO;Governo;RSAC000006;PREFEITURA MUNICIPAL DE SANTANA DO LIVRAMENTO;AC;100;0;01292/2014/DC/4600;10/09/2014;Contrato;02/01/2015;4770/045/2014;;RSSIV0PM024;RSSIV0PM024;R$ 10.000,00 ;00/00/0000;bloqueado;bloqueado;10/08/2016 - Pedido de bloqueio pela área de arrecadação.
PREFEITURA MUNICIPAL DO SANTO ANTÔNIO DE  POSSI;Brasília;GOBL000002;PMSAD;BL;10;10;NÃ?O TEM OS;00/00/0000;Contrato;18/07/2011;4500-050/2011;;DFBSA0PP002;GOSADDTC005;R$ 1.500,00 ;00/00/0000;operação;ativado;
PREMIER SOLUÇÕES EIRELI;Belém;PABL000022;PREMIER SOLUÇÕES;BL;100;100;2030/2015/DC/4600;07/12/2015;Contrato;18/01/2016;4740/050/2015;;PATLA0PP002;desconhecido;R$ 8.000,00 ;00/00/0000;operação;ativado;18/01 - Circuito ativado
PRESIDÊNCIA DA REPÚBLICA;Governo;DFAC000010;PRESIDÊNCIA - PALACIO DA ALVORADA;AC;100;0;091/2015/DC/4600;19/10/2015;Oportunidade;;;;DFBSA0PP004;desconhecido;R$ 0,00 ;19/12/2015;instalação;pend. comercial;"15/08/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
27/06/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
21/06/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
15/06/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
31/05/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
25/05/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
11/05/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
02/05/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
26/04/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
19/04/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
11/04/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
04/04/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
29/03/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
22/03/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
14/03/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
10/03/2016 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente.
01/03/2016 - Aguardando OS definitiva.
11/01/2016 - Aguardando OS definitiva. 
14/12 - Aguardando OS definitiva, MPOG liberou par de FO para atendimento ao cliente."
