Cliente;Designação;Descrição;Serviço;Banda Contratada;Banda Ativada;OS Ativação;Data OS;Tipo OS;Data Ativação;Estação;Acesso;Endereço;Cidade;UF;CEP;Estação;Acesso;Endereço B;Cidade;UF;CEP;Contato;Telefone Fixo;Telefone Móvel;Email;Valor;Previsão;Status;Último Evento;Observação
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000012;RNP SÃO GONÇALO AMARANTES - IFRN;L2;100;100;0893/2014/4400/4600;18/02/2014;Contrato;12/03/2014;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNNTL0PP001;Fibra óptica TELEBRAS;Rua 31 de Março, s/n  Centro  Fazenda Rockfeller - IFRN;Natal;RN;59290-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
27/11 - Recebido OS e VT para alteração de Endereço para PoP Natal. Projeto de Cliente OK"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNL2000013;RNP CURRAIS NOVOS  - IFRN;L2;100;100;0894/2014/4400/4600;18/02/2014;Contrato;06/03/2014;RNNTL0PP002;Fibra óptica TELEBRAS;POP RNP RN - Universidade Federal do Rio Grande do Norte Avenida Senador Salgado Filho, 3000;Natal;RN;59.078-900;RNSMS0PP001;Fibra óptica TELEBRAS;Rua Mina Brejuí, s/n;Santana do Matos;RN;59380-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.610,82 ;00/00/0000;operação;mudança de endereço;"10/12 - Realizado alteração de endereço do PoP DF para PoP RN. Atualizado Cacti e ferramentas de Gerência, de>para e Controle RNP da engenharia.
27/11 - Recebido OS e VT para alteração de Endereço para PoP Natal. Projeto de Cliente OK"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;RSL2000003;RNP SANTANA DO LIVRAMENTO - UNIPAMPA;L2;0;0;0733/2013/4400/4600;09/10/2013;Contrato;17/09/2014;desconhecido;N/A;;;;;desconhecido;Fibra óptica TELEBRAS;;;;;;;;;R$ 0,00 ;00/00/0000;cancelado;cancelado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;SEL2000001;RNP LARANJEIRAS - UFS;L2;100;0;067/2016/DC/4600;27/01/2016;Contrato;;DFBSA0TC024;Fibra óptica TELEBRAS;SAS Q.5, Lote 06 Bloco H, Ed. IBICT, Sl 700;Brasília;DF;70070-910;SELNJ0TR001;Fibra óptica TELEBRAS;Praça Samuel de Oliveira, 169;Laranjeiras;SE;49.170-000;Dilton Dantas;(79) 3281-2939;(79) 3211-8826;dilton@pop-se.rnp.br;R$ 0,00 ;26/02/2016;instalação;aguardando aceite;"02/05/16 - Feito cobrança referente ao aceite do circuito. ainda sem retorno do cliente
14/04/16 - Realizado tete RFC-2544 - OK - Aguardando aceite do cliente"
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000004;RNP ARAGUAÍNA - IFTO;L2;100;100;0168/2012/DC/4400/4600;19/03/2013;Contrato;01/11/2013;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV - UFT;Palmas;TO;77.827-050;TOARN0TC011;Fibra óptica TELEBRAS;Rua Paraguai, s/n (esquina com Rua Amazonas)  Cimba - IFTO;Araguaina;TO;77827-050;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000005;RNP GURUPI - UFT;L2;100;100;0232/2013/4400/4600;04/02/2013;Contrato;21/06/2013;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV;Palmas;TO;77020-120;TOGUR0TC006;Fibra óptica TELEBRAS;Rua Padejós, L 7,  Chácara 69/72  Zona Rural;Gurupi;TO;77402-970;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000006;RNP GURUPI - IFTO;L2;100;100;0256/2013/4400/4600;06/05/2013;Contrato;21/06/2013;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV;Palmas;TO;77020-120;TOGUR0TC002;Fibra óptica TELEBRAS;IFTO Gurupi - Alameda Madri, 545  Jardim Sevilha;Gurupi;TO;77410-470;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000007;RNP ARAGUAÍNA - UFT CCA;L2;100;100;0725/2013/4400/4600;09/10/2013;Contrato;04/12/2013;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV - UFT;Palmas;TO;77020-120;TOARN0TC009;Fibra óptica TELEBRAS;Escola de Medicina Veterinária e Zootecnia BR-153, km 112, s/n - UFT CCA;Araguaina;TO;77820-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;Aceite Douglas Brito da RNP
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000008;RNP ARAGUAÍNA - UFT CCI;L2;100;100;0726/2013/4400/4600;09/10/2013;Contrato;08/11/2013;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV;Palmas;TO;77020-120;TOARN0TC008;Fibra óptica TELEBRAS;Rua Paraguai, s/n (esquina com Rua Uxiramas)  Cimba - UFT CCI;Araguaina;TO;77820-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000009;RNP PARAÍSO DO TOCANTINS - UFT;L2;100;100;0730/2013/4400/4600;09/10/2013;Contrato;24/01/2014;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV - UFT;Palmas;TO;77020-120;TOPIT0TC004;Fibra óptica TELEBRAS;Distrito Agroindustrial de Paraíso Rodovia BR-153  Vila Santana - IFTO;Paraíso do Tocantins;TO;77600-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000010;RNP TOCANTINÓPOLIS - UFT;L2;100;100;0734/2013/4400/4600;09/10/2013;Contrato;14/11/2013;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV;Palmas;TO;77020-120;TOTNS0TC002;Fibra óptica TELEBRAS;Av. Nossa Senhora de Fátima, 1.588  Centro - UFT;Tocantinópolis;TO;77900-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RNP - REDE NACIONAL DE ENSINO E PESQUISA;TOL2000011;RNP MIRACEMA DO TOCANTINS - UFT;L2;100;100;01231/2014/DC/4600;29/07/2014;Contrato;08/08/2014;TOPMJ0TC005;Fibra óptica TELEBRAS;Av. NS 15, ALCNO 14, Bloco IV-- Universidade Federal do Tocantins  UFT;Palmas;TO;77020-120;TOMNE0TC003;Fibra óptica TELEBRAS;UFT - Lurdes Solino, s/n  Prédio da Direção;Miracema do Tocantins;TO;77650-000;Fábio Rodrigues Ribeiro;(21) 2102-9685;;fabio.ribeiro@rnp.br;R$ 15.388,92 ;00/00/0000;operação;ativado;
RODRIGO JOSE MARASCA & CIA LTDA - ME;MTBL000001;PRIMATEC TECNOLOGIA;BL;500;500;01719/2015/DC/4600;05/06/2015;Contrato;17/08/2015;MTROI0PP001;N/A;POP de Rondonópolis - MT;Rondonópolis;MT;;MTROI0PP001;Fibra óptica Cliente;Cliente buscará link em fibra no POP de Rondonópolis - MT;Rondonópolis;MT;;Rodrigo José Marasca;(66) 3498-3953;(66) 9986-4544;rodrigo@primatecmt.com.br;R$ 30.900,00 ;22/06/2015;operação;upgrade;27/05/2016 - Ampliação de banda de 350 para 500 Mbps
RODRIGUES E MACEDO LTDA;MABL000033;RODRIGUES E MACEDO;BL;200;200;01824/2015/DC/4600;11/08/2015;Contrato;21/01/2016;desconhecido;N/A;;;;;MAITZ0PP001;Fibra óptica Cliente;Cliente buscará o link via fibra no POP de Imperatriz - MA;Imperatriz;MA;;Analberto Barbosa Rodrigues;(99) 3524-2921;(99) 9134-9441;analberto@imperanet.com.br;R$ 14.600,00 ;10/09/2015;operação;upgrade;18/02/2016 - Ampliação de 100 para 200 Mbps.
RONDON TELECOM LTDA - ME;ROBL000003;RONDONET;BL;140;140;00532/2013/DC/4600/3500;05/08/2013;Contrato;22/11/2013;ROPVO0PP001;N/A;Av. Farquar, 2986, Pedrinhas (CPA);Porto Velho;RO;76801-734;ROPVO0PP001;Rádio TELEBRAS;Av. Canaa 1942-A - Setor 01 - Ariquemes/RO;Porto Velho;RO;;Wellington Pereira de Arruda;(69) 3536-0335;(69) 8422-5410;gerencia@rondonet-telecom.com.br;R$ 14.840,32 ;00/00/0000;operação;upgrade;15/02 - Luiza informou que cliente não tem mais interesse no upgrade (o cliente buscou outra solução junto à outra operadora. A OS de cancelamento da ampliação de banda do Cliente já arquivada no databook. O Cliente possui acesso em rádio da Telebras de 144 Mbps e não permite o aumento da banda solicitada. Será necessário a troca do rádio ( 2 rádios Ericsson + 2 antenas de 0,60 m de diametro). Encaminhar para a Engenharia.
RONDONTECH TELECOM LTDA - EPP;ROBL000001;RONDONTECH TELECOM;BL;100;0;01616/2015/DC/4600;26/03/2015;Contrato;05/05/2015;ROPVO0PM002;N/A;Cliente buscará em fibra na caixa R2 do PM CPA - Porto Velho;Porto Velho;RO;;desconhecido;Fibra óptica Cliente;Cliente buscará em fibra na caixa R2 do PM CPA - Porto Velho;;;;Raimundo Rubens Silva Lima;(69) 3221-7766;(69) 9306-0456;rubens@rondotech.com.br;R$ 12.500,00 ;00/00/0000;bloqueado;bloqueado;19/11 - Bloqueio a pedido da área de arrecadação.
RTC INTERNET VIA RÁDIO LTDA;RSP2ES0005;RTC INTERNET;P2;200;200;0443/2016/DC/4600;01/06/2016;Contrato;01/04/2016;RSSVC0PP001;Fibra Parceiro;POP SÃO VICENTE DO SUL;São Vicente do Sul;RS;;RSPAE0PM003;Fibra Parceiro;Av. Ramiro Barcelos, 2574 - POP-RS RNP - Santana;Porto Alegre;RS;90035-003;Lauricio Possebon;(55) 3221-5316;(55) -9971-7030;lauricio@ruraltecrs.com.br;R$ 5.000,00 ;01/06/2016;operação;ativado;"NOC deverá abrir reclamação direto na Eletrosul caso o cliente abra reclamação de 

incidente, porque o circuito não passa pela Telebras.

Área Comercial considerar data de ativação de 01/04/2016 para migração da responsabilidade Telebras."
SANNRES TELECOMUNICACOES LTDA - ME;TOBL000042;ASA TELECOM;BL;80;80;01785/2015/DC/4600;16/07/2015;Contrato;02/09/2015;TOCGO0TR001;N/A;POP de ETR Colinas ();Colinas do Tocantins;TO;;desconhecido;Rádio Cliente;;;;;Dennys Conceição dos Santos;;(94) 99224-6900;dennys@asatelecom.net;R$ 8.400,00 ;30/08/2015;operação;upgrade;24/02/2016 - Ampliação de 30 para 80 Mbps.
SANTINA E ALBERTINA LTDA - ME;GOBL000035;SANTINA E ALBERTINA  (MEGA TURBO);BL;10;0;01970/2015/DC/4600;09/11/2015;Contrato;;GONQA0PP001;Rádio Cliente;CLIENTE BUSCARÁ  O SINAL VIA RADIO NO POP DE NIQUELÂNDIA - GO;Niquelândia;GO;;desconhecido;Rádio Cliente;;;;;Santina Pereira Pinto Tavares;(62) 3354-4957;(62) 9685-8878;santina@megaturbo.net.br;R$ 1.667,80 ;30/11/2015;cancelado;cancelado;13/05/2016 - Pedido de cancelamento do circuito
SÃO MIGUEL TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME;PABL000024;NEVOLI TELECOMUNICAÇÕES;BL;500;500;02046/2015/DC/4600;16/12/2015;Contrato;25/02/2016;PASID0PP002;Fibra óptica Cliente;PoP de Santa Maria;Santa Maria do Pará;PA;;desconhecido;Fibra óptica TELEBRAS;;;;;Orivaldo das Neves Oliveira;(91) 99282-0164;(91) 98807-3675;orivaldo@nevolitelecom.com.br;R$ 41.000,00 ;27/01/2016;operação;ativado;25/02/2016 - Cliente ativado
SBRUSSI E SBRUSSI LTDA - ME;GOBL000023;SBRUSSI E SBRUSSI;BL;500;500;0519/2013/DC/4600;15/08/2013;Contrato;06/12/2013;GOCON0PP001;N/A;Cliente busca o sinal no  POP Caiapônia;Caiapônia;GO;;GOCON0PP001;Rádio Cliente;Cliente busca o sinal no  POP Caiapônia;Caiapônia;GO;;Rogerio Araujo Soares;(66) 3468-3988;(66) 8438-0124;rede@helpinternet.com.br;R$ 40.330,00 ;00/00/0000;operação;upgrade;"19/06 - Banda ampliada. Informado ao cliente e pós-vendas

Recebido OS de ampliação de banda para 500Mbps"
SBRUSSI E SBRUSSI LTDA - ME;GOBL000030;SBRUSSI E SBRUSSI;BL;200;0;01709/2015/DC/4600;08/06/2015;Contrato;;GOCON0PP001;Rádio Cliente;POP Caiaponia - GO;Caiapônia;GO;;desconhecido;Rádio Cliente;;;;;Dhioneyson Sbrussi;(66) 3468-3988;(66) 8142-8100;dhioneysonsbrussi@helpinternet.com.br;R$ 16.132,00 ;00/00/0000;cancelado;cancelado;"19/06 - Recebido OS de cancelamento da ativação. Cliente optou por alterar a velocidade do atual circuito GOBL000023

Solicitado desconfiguração e retirada do jumper
informado às engenharias o cancelamento do circuito e liberação das facilidades"
SECRETARIA DE AVIACAO CIVIL;DFAC000043;SAC;AC;30;30;01870/2015/DC/4600;06/08/2015;Contrato;14/09/2015;DFBSA0PP004;N/A;SCS Qd. 9, Bl B, Torre C, 5º andar - Ed. Parque Cidade Corporate;Brasília;DF;70308-200;DFBSA0TC083;Fibra óptica Cliente;SCS Qd. 9, Bl B, Torre C, 5º andar - Ed. Parque Cidade Corporate;Brasília;DF;70308-200;Gabriel Helene Alves Ferreira;(61) 3311-7399;;gabriel.ferreira@aviacaocivil.gov.br;R$ 3.794,24 ;05/09/2015;operação;ativado;"09/11 - Enviado para pós-vendas email com o resultado do teste de banda executado em 03/11 em conjunto com o cliente

14/09 - Cliente ativado. 

A Telebras foi informada que o link é utilizado somente para uso em smartphones e tablets em rede wireless, não sendo autorizado a utilização por computadores da empresa para teste.

Cliente informou que não atingiu a banda de 30Mbps pelos sites de teste de velocidade e do Simet. 

Foi informado que esses testes por sites não são considerados testes definitivos devido aos servidores não serem dedicados exclusivamente ao cliente. 

Sendo assim o cliente informou não ser possível testar sua banda devido a limitação de uso em smartphones e tablets."
SERPRO;ALL2000012;SERPRO - MCO-AJU;L2;30;0;0205/2016/DC/4600;22/03/2016;Contrato;;ALMCO0TR002;Fibra óptica TELEBRAS;PRAÇA DOM PEDRO II, Nº 16,  1º ANDAR;Maceió;AL;57020-130;SENRO0PP001;Fibra óptica TELEBRAS;R LARANJEIRAS, Nº 37;Nossa Senhora do Socorro;SE;49055-380;LUSIMAR DE SOUSA MORAIS;(63) 3215-2151;(61) 9212-4959;;R$ 5.918,35 ;29/08/2016;instalação;pend. implantação;"06/06/2016: MCO: Em obra, previsto conclusão para até 08/06 - AJU: Previsto conclusão para 10/06.
02/06/2016 - MCO: Obra no cliente marcada para terminar hoje, 2/6. Na ponta Telebras, obra marcada para 8/6 (necessário fazer RDM e ocorrência) -  AJU: Aguardando aprovação do PPI pelo SERPRO de Salvador. Depois de aprovada, em 2 dias obra será concluída no cliente. Na Telebras, a conclusão será agendada para 8/6 

01/06/2016: MCO: Em mobilização para início de obra para 02/06 na ponta cliente e 03/06 na ponta Telebras - AJU: Aguardando aprovação do PPI pelo Serpro, enviado em 31/05.
30/05/2016 - MCO: Aguardando PPI - AJU: Em mobilização para início de obra
23/05/2016 - MCO: Contrato com fornecedor de EILD assinado em 20/05, previsto recebermos contato responsável pela implantação para agendamento de vistoria até 24/05 (ALOO0. - AJU: Aguardando PPI (Sim TV)
16/05/2016 - COM: Em agendamento de vistorica com fornecedor de EILD (ALOO) - AJU: Em agendamento de vistoria com fornecedor de EILD (Sim TV)
09/05/2016 - AL: Em contratação do fornecedor de EILD (ALOO) - AJU: Em contratação do fornecedor de EILD (Sim TV)
02/05/2016 - AL: Em contratação do fornecedor de EILD (ALOO) - AJU: Em contratação do fornecedor de EILD.
25/04/2016 - AL: Em contratação do fornecedor de EILD (ALOO) - AJU: Em contratação do fornecedor de EILD.
18/04/2016 - AL: Em contratação do fornecedor de EILD (ALOO) - AJU: Em contratação do fornecedor de EILD.
11/04/2016 - Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia"
SERPRO;DFAC000042;SERPRO - BRASILIA;AC;4000;0;056/2015/DC/4600;20/07/2015;Oportunidade;;DFBSA0PP004;Fibra óptica TELEBRAS;;Brasília;DF;;desconhecido;Fibra óptica TELEBRAS;SGAN - QUADRA 601 - MODULO G  - ASA NORTE;;;;;;;;R$ 239.540,00 ;05/10/2015;instalação;pend. comercial;"06/06/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
31/05/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
25/05/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
09/05/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
02/05/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
26/04/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
18/04/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
11/04/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
04/04/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
29/03/2016 - Obra concluída, aguardando OS definitiva para ativação do ccto.
17/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
10/03/2016 - BSB acesso concluído, aguardando OS definitiva.
01/03/2016 - BSB acesso concluído, aguardando OS definitiva.
14/12 - BSB acesso concluído, aguardando OS definitiva.
07/12 - BSB acesso concluído, aguardando OS definitiva.
30/11 -  BSB acesso concluído, aguardando OS definitiva.
09/11 - BSB acesso concluído"
SERPRO;DFL2000031;SERPRO - BSA-PVO;L2;30;0;0209/2016/DC/4600;22/03/2016;Contrato;;DFBSA0PM012;Fibra óptica TELEBRAS;SGAN - QUADRA 601 - MODULO G - ASA NORTE;Brasília;DF;;ROPVO0PM002;Fibra óptica TELEBRAS;AVENIDA SETE DE SETEMBRO - Nº 1355 - BAIRRO CENTRO;Porto Velho;RO;;Aline Rosa Barbosa;(61) 2021- 9844;(61) 9226-1887;aline.barbosa@serpro.gov.br;R$ 12.714,60 ;24/07/2016;instalação;em ativação;"06/06/2016 - Em transporte dos cordões multimodo, previsto instalação em BSB até 10/06, em PVO até 16/06.
31/05/2016 - Em configuração do ccto"
SERPRO;DFL2000032;SERPRO - BSA-BHE;L2;2000;0;060/2015/DC/4600;20/07/2015;Oportunidade;;desconhecido;Fibra óptica TELEBRAS;SGAN - QUADRA 601 - MODULO G - ASA NORTE;;;;desconhecido;Fibra óptica TELEBRAS;AVENIDA JOSE CANDIDO DA SILVEIRA - Nº 1200 - BAIRRO CIDADE NOVA;;;;;;;;R$ 127.300,98 ;05/10/2015;instalação;pend. comercial;"06/06/2016 - Obra concluída, aguardando OS definitiva.
31/05/2016 - Obra concluída, aguardando OS definitiva.
25/05/2016 - Obra concluída, aguardando OS definitiva.
09/05/2016 - Obra concluída, aguardando OS definitiva.
02/05/2016 - Obra concluída, aguardando OS definitiva.
26/04/2016 - Obra concluída, aguardando OS definitiva.
18/04/2016 - Obra concluída, aguardando OS definitiva.
11/04/2016 - Obra concluída, aguardando OS definitiva.
04/04/2016 - Obra concluída, aguardando OS definitiva.
29/03/2016 - Obra concluída, aguardando OS definitiva.
22/03/2016 - Obra concluída, aguardando OS definitiva.
14/03/2016 - (BSA x BH) Obra concluída nas duas pontas, aguardando OS definitiva para instalação do CPE.
10/03/2016 - (BSA x BH) Obra concluída nas duas pontas, aguardando OS definitiva para instalação do CPE.
01/03/2016 - Aguardando OS definitiva
16/12 - Aguardando OS definitiva"
SERPRO;MGAC000003;SERPRO - BELO HORIZONTE;AC;300;0;055/2015/DC/4600;20/07/2015;Oportunidade;;MGBHE0PM004;Fibra óptica TELEBRAS;;Belo Horizonte;MG;;desconhecido;Fibra óptica TELEBRAS;AVENIDA JOSE CANDIDO DA SILVEIRA, Nº 1200 BAIRRO CIDADE NOVA;;;;;;;;R$ 24.884,00 ;05/10/2015;instalação;pend. comercial;"06/06/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
31/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
25/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
09/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
02/05/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
26/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
18/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
11/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
04/04/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
29/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
22/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
14/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
10/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
01/03/2016 - Obra concluída, aguardando OS definitiva para instalação do CPE.
14/12 - Obra concluída, aguardando OS definitiva para instalação do CPE."
SERPRO;MGL2000029;SERPRO - BHE-VTA;L2;30;0;0204/2016/DC/4600;22/03/2016;Contrato;;MGBHE0PM004;Fibra óptica TELEBRAS;AVENIDA JOSE CANDIDO DA SILVEIRA, Nº 1200;Belo Horizonte;MG;31170-000;ESSEA0PP002;Fibra óptica TELEBRAS;RUA PIETRANGEL O DE BIASE, 56  SL/907;Serra;ES;29010-190;LUSIMAR DE SOUSA MORAIS;(63) 3215-2151;(61) 9212-4959;;R$ 5.835,49 ;17/08/2016;instalação;pend. implantação;"06/06/2016 -  BHE: Obra concluída, VTA:Ponta Telebras: Em obra, previsto fusão na caixa de EO Telebras para 13/06 - PTA: PPI sendo enviao ao SERPRO em 06/06.
02/05/2016 -  BHE: Obra concluída, VTA: Esperando PPIs da ponta cliente e da Telebras (serão entregues na sexta ou segunda, 6/6). Passagem de fibra na área externa: começa sábado e termina quarta, 8/6.

31/05/2016 - BH: Obra concluída - VTA: Ponta Serpro PPI previsto para 02/06, Ponta Telebras vistoria agendada para 02/06 ás 09:00 hrs.
30/05/2016 - BH: Obra concluída - VTA: Aguardando PPI, da ponta cliente, remarcado na ponta Telebras para 02/06.
23/05/2016 - BH: Obra concluída - VTA: Vistoria no cliente agendada para 25/05, e na TB vistoria agendada para 27/05.
16/05/2016 - BH: Obra concluída - VTA: Em agendamento de vistoria com fornecedor de EILD (POP Serra).
09/05/2016 - BH: Obra concluída - VTA: Em assinatura de contrato fornecedor de EILD BRFibra (POP Serra).
02/05/2016 - BH: Obra concluída - VTA: Em assinatura de contrato fornecedor de EILD BRFibra (POP Serra)
25/04/2016 - BH: Obra concluída - VTA: Em nova viabilidade de atendimento por EILD (POP Serra)
18/04/2016 - BH: Obra concluída - VTA: em confirmação do atendimento pela estação Campus de Goiabeiras (ESVTA0PM001), do contrário teremos que alterar o ponto Telebras
04/04/2016 - BH: Obra concluída - VTA: Em contratação do fornecedor de EILD.
23/03/2016 - OS e VTA enviadas para engenharia"
SERPRO;PAAC000001;SERPRO - BELEM;AC;300;0;054/2015/DC/4600;20/07/2015;Oportunidade;;PABLM0PP001;Fibra óptica TELEBRAS;;Belém;PA;;desconhecido;Fibra óptica TELEBRAS;AVENIDA PERIMETRAL DA CIENCIA- Nº 2010 BAIRRO TERRA FIRME  BELÉM - PA;;;;;;;;R$ 24.884,00 ;15/10/2015;instalação;pend. comercial;"06/06/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
31/05/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
25/05/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
09/05/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
26/04/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
18/04/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
11/04/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
04/04/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
29/03/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
22/03/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
14/03/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
10/03/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
01/03/2016 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
14/12 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
07/12 -  Obra concluída, aguardando OS definitiva para instalação do CPE.
30/11 - Obra concluída, aguardando OS definitiva para instalação do CPE."
