designacao;cliente;descricao;regional;tipo_servico;banda_contratada;banda_ativada;os_ativacao;data_os;tipo_os;data_ativacao;contrato;aditivo;estacaoA;ufA;estacaoB;ufB;valor;previsao;status;ultimo_evento
AMCI000003;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - MANACAPURU-CAAPIRANGA;;CI;0;0;01294/2014/DC/4600;2014-09-30;Contrato;2016-01-01;;;;AM;;;0.00;2014-11-14;instalação;pend. implantação
AMCI000004;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - CAAPIRANGA-CODAJÁS;;CI;0;0;01295/2014/DC/4600;2014-09-30;Contrato;2016-01-01;;;;AM;;;0.00;2014-11-14;instalação;pend. implantação
AMCI000005;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - ANAMÃ-ANORI;;CI;0;0;01296/2014/DC/4600;2014-09-30;Contrato;2016-01-01;;;;AM;;;0.00;2016-01-01;cancelado;cancelado
AMCI000006;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - ANORI-CADAJAS;;CI;0;0;01297/2014/DC/4600;2014-09-30;Contrato;2014-11-14;;;;AM;;;0.00;2016-01-01;cancelado;cancelado
AMCI000007;PROCESSAMENTO DE DADOS AMAZONAS S.A.;PRODAM - CADAJÁS-COARI;;CI;0;0;01298/2014/DC/4600;2014-09-30;Contrato;2016-01-01;;;;AM;;;0.00;2014-11-14;instalação;pend. implantação
PABL000004;PRONTO NET LTDA - EPP;PRONTO NET;;BL;0;0;0123/2012/DC/4600;2016-01-01;Contrato;2012-11-07;;;PABLM0PM002;PA;PABLM0PM002;PA;0.00;2016-01-01;desativado;desativado
PABL000018;PRONTO NET LTDA - EPP;PRONTO NET (GUAMÁ);;BL;500;500;01925/2015/DC/4600;2015-11-03;Contrato;2016-01-13;;;PABLM0PP001;PA;;;35000.00;2015-10-23;operação;ativado
PABL000011;Provecom Telecomunicações Ltda - ME;PROVECOM;;BL;0;0;;2013-05-31;Contrato;2014-09-02;;;;PA;;;0.00;2016-01-01;cancelado;cancelado
MABL000045;R L GUIMARAES TELECOMUNICACAO - ME;R L GUIMARAES - IMPERATRIZ;;BL;600;600;0104/2016/DC/4600;2016-02-03;Contrato;2016-03-07;;;MAITZ0TR001;MA;;;31824.00;2016-03-18;operação;mudança de configuração
MABL000048;R L GUIMARAES TELECOMUNICACAO - ME;R L GUIMARAES - SÍTIO NOVO;;BL;100;100;0149/2016/DC/4600;2016-02-26;Contrato;2016-03-31;;;;MA;;;6986.00;2016-03-25;operação;mudança de configuração
TOBL000001;R. M. DE OLIVEIRA INFORMÁTICA LTDA - EPP;R. M. DE OLIVEIRA;;BL;1000;1000;037/2012/DC/4600;2012-07-02;Contrato;2012-07-02;;;TOARN0PP001;TO;TOARN0PC006;TO;70000.00;2016-01-01;operação;mudança de configuração
TOP2000001;R. M. DE OLIVEIRA INFORMÁTICA LTDA - EPP;R. M. DE OLIVEIRA - ARAGUAINA-BRASILIA;;P2;400;0;0077/2016/DF/4600;2016-03-01;Contrato;2016-01-01;;;TOARN0PP001;TO;;;16000.00;2016-04-14;instalação;mudança de configuração
CEBL000006;R.R.M. SERVIÇOS DE INFORMÁTICA  LTDA - ME;R.R.M Serviços;;BL;1000;1000;2058/2015/DC/4600;2015-12-22;Contrato;2016-02-05;;;CESOL0PP001;CE;;;24000.00;2016-01-01;operação;trânsito
DFAC000024;Rádio e Televisão Bandeirantes Ltda.;RÁDIO E TELEVISÃO BANDEIRANTES;;AC;200;0;;2015-01-29;Contrato;2016-01-01;;;;DF;;;0.00;2016-01-01;cancelado;cancelado
DFAC000028;Rádio e Televisão Bandeirantes Ltda.;RÁDIO E TELEVISÃO BANDEIRANTES;;AC;34;0;;2015-01-29;Contrato;2016-01-01;;;;DF;;;0.00;2016-01-01;cancelado;cancelado
DFL2000005;Rádio e Televisão Bandeirantes Ltda.;RÁDIO E TELEVISÃO BANDEIRANTES;;L2;10;0;;2015-01-29;Contrato;2016-01-01;;;;DF;;;0.00;2016-01-01;cancelado;cancelado
TOBL000041;RADIO NETWORK E TELECOM LTDA - ME;RADIONET TELECOM;;BL;75;0;01757/2015/DC/4600;2015-07-02;Contrato;2015-09-01;;;TOGUI0PP001;TO;;;7500.00;2015-07-24;bloqueado;bloqueado
DFBL000005;RC OLIVEIRA ELETRÔNICA E COMUNICAÇÕES LTDA;ACESSO.COM;;BL;100;0;001/2011/DC/4600;2011-08-02;Contrato;2011-12-05;;;DFBSA0PP002;DF;DFBSA0TR008;DF;834.75;2016-01-01;bloqueado;bloqueado
RSP2ES0002;REDE CONESUL TELECOMUNICAÇÕES LTDA;REDE CONESUL;Porto Alegre;P2;100;100;0433/2016/DC/4600;2016-06-25;Contrato;2016-04-01;4770/015/2016;;RSALG0PP001;RS;RSPAE0PM003;RS;3400.00;2016-06-01;operação;upgrade
PABL000002;REDE DE TELECOMUNICACOES CARAJAS EIRELI - EPP;CARAJASNET IMPERATRIZ;;BL;150;0;044/2012/DC/4600;2016-01-01;Contrato;2012-07-04;;;MAITZ0PP001;PA;MAITZ0TR004;MA;0.00;2016-01-01;desativado;desativado
PABL000014;REDE DE TELECOMUNICACOES CARAJAS EIRELI - EPP;CARAJASNET MARABÁ;;BL;500;500;01361/2014/DC/4600;2014-10-28;Contrato;2014-12-22;;;PAMBA0PP002;PA;PAMBA0PP002;PA;45000.00;2016-01-01;operação;desbloqueado
MGBL000012;REDE EXITUS LTDA;REDE EXITUS;;BL;280;0;0222/2013/DC/4600;2013-02-19;Contrato;2013-07-11;;;MGSJBATR001;MG;MGPSO0TR001;MG;17295.00;2016-01-01;desativado;desativado
DFL2000023;Rede Globo;REDE GLOBO 2;;L2;0;0;;2013-12-17;Contrato;2014-02-16;;;;DF;;;0.00;2016-01-01;desativado;desativado
DFL2000024;Rede Globo;REDE GLOBO 1;;L2;0;0;;2013-12-17;Contrato;2014-02-18;;;;DF;;;0.00;2016-01-01;desativado;desativado
DFL2000025;Rede Globo;REDE GLOBO I;;L2;0;0;;2014-03-10;Contrato;2014-04-08;;;;DF;;;0.00;2016-01-01;desativado;desativado
DFL2000026;Rede Globo;REDE GLOBO II;;L2;0;0;;2014-03-10;Contrato;2014-04-08;;;;DF;;;0.00;2016-01-01;desativado;desativado
MABL000012;Rede Sivnet Telecomunicações Ltda;REDE SIVNET;;BL;0;0;;2013-08-02;Contrato;2014-10-22;;;;MA;;;0.00;2016-01-01;cancelado;cancelado
MABL000041;REDE SPEEDNET TELECOM LTDA - ME;SPEEDNET;;BL;100;100;02041/2015/DC/4600;2015-12-11;Contrato;2016-05-09;4710/025/2015;;MASLS0PP001;MA;;;8500.00;2016-01-20;operação;alteração para AS
PABL000008;Reditelecom Alofone Telefomunicações Ltd;REDITEL SANTARÉM;;BL;0;0;;2013-05-15;Contrato;2016-01-01;;;;PA;;;0.00;2016-01-01;cancelado;cancelado
PABL000009;Reditelecom Alofone Telefomunicações Ltd;REDITEL BELÉM;;BL;0;0;;2013-05-15;Contrato;2016-01-01;;;;PA;;;0.00;2016-01-01;cancelado;cancelado
SCBL000002;Reditelecom Alofone Telefomunicações Ltd;REDITEL XANXERE;;BL;0;0;;2013-05-15;Contrato;2016-01-01;;;;SC;;;0.00;2016-01-01;cancelado;cancelado
GOBL000034;RICARDO SANTOS DE JESUS & CIA LTDA - ME;RICARDO SANTOS DE JESUS;Brasília;BL;1000;0;1939/2015/DC/4600;2015-10-23;Contrato;2016-01-01;;;GOMNI0PP001;GO;;;38000.00;2015-12-31;cancelado;cancelado
GOBL000039;RICARDO SANTOS DE JESUS & CIA LTDA - ME;RICARDO SANTOS DE JESUS;Brasília;BL;1600;0;;2016-01-28;Contrato;2016-01-01;4730/002/2016;;GOMNI0PP001;GO;;;60800.00;2016-01-01;instalação;pend. cliente
ALL2000001;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP VIÇOSA - UFAL;Governo;L2;100;100;01686/2015/DC/4600;2015-05-13;Contrato;2015-07-17;;;DFBSA0PM001;AL;ALVIS0TC002;AL;15832.73;2015-06-30;operação;ativado
ALL2000002;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ARAPIRACA - UFAL;Governo;L2;100;100;0262/2013/4400/4600;2013-05-06;Contrato;2013-12-19;;;DFBSA0TC024;AL;ALAIR0TC004;AL;15610.82;2016-01-01;operação;ativado
ALL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP AC SIMÕES - UFAL;Governo;L2;100;100;0263/2013/4400/4600;2013-05-06;Contrato;2013-12-20;;;DFBSA0TC024;AL;ALMCO0TC003;AL;15610.82;2016-01-01;operação;alteração de acesso
ALL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP PALMEIRA DOS ÍNDIOS - UFAL;Governo;L2;100;100;0715/2013/4400/4600;2013-09-26;Contrato;2013-12-21;;;DFBSA0TC024;AL;ALPIN0TC002;AL;15610.82;2016-01-01;operação;ativado
ALL2000005;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP PALMEIRA DOS ÍNDIOS - IFAL;Governo;L2;100;100;0729/2013/4400/4600;2013-10-09;Contrato;2013-12-20;;;DFBSA0TC024;AL;ALPIN0TC003;AL;15610.82;2016-01-01;operação;ativado
ALL2000006;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP RIO LAGO - UFAL;Governo;L2;100;100;0732/2013/4400/4600;2013-10-09;Contrato;2013-12-23;;;DFBSA0TC024;AL;ALRGO0TC003;AL;15610.82;2016-01-01;operação;ativado
ALL2000008;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ARAPIRACA - IFAL;Governo;L2;100;100;0905/2014/4400/4600;2014-02-28;Contrato;2014-03-25;;;DFBSA0TC024;AL;ALAIR0TC005;AL;15610.82;2016-01-01;operação;ativado
ALL2000009;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP SATUBA - IFAL;Governo;L2;100;100;0907/2014/4400/4600;2014-02-28;Contrato;2014-03-21;;;DFBSA0TC024;AL;ALSTU0TC002;AL;15610.82;2016-01-01;operação;ativado
BAL2000001;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP VALENÇA - IFBA;Governo;L2;100;100;01680/2015/DC/4600;2015-05-13;Contrato;2015-12-03;;;BASDR0PP002;BA;BAVEC0TR001;BA;16064.37;2015-06-30;operação;ativado
BAL2000002;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP VALEÇA - IFBAIANO;Governo;L2;100;100;01687/2015/DC/4600;2015-05-13;Contrato;2015-12-14;;;BASDR0PP002;BA;BAVEC0TR001;BA;16064.37;2015-06-30;operação;ativado
BAL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CAMAÇARI - IFBA;Governo;L2;100;100;0662/2013/4400/4600;2013-09-05;Contrato;2013-11-08;;;BASDR0PP002;BA;BACAR0TR001;BA;15726.64;2016-01-01;operação;mudança de endereço
BAL2000006;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP EUNÁPOLIS - IFBA;Governo;L2;100;100;0900/2014/4400/4600;2014-02-24;Contrato;2014-07-21;;;BASDR0PP002;BA;BAEUS0PP001;BA;15726.64;2016-01-01;operação;mudança de endereço
BAL2000007;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP FEIRA DE SANTANA - IFBA;Governo;L2;100;100;0906/2014/4400/4600;2014-02-28;Contrato;2014-07-21;;;BASDR0PP002;BA;BAFSA0TR001;BA;15726.64;2016-01-01;operação;mudança de endereço
BAL2000013;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP - PORTO SEGURO - IFBA;Governo;L2;100;100;01227/2014/DC/4600;2014-07-24;Contrato;2014-08-20;;;BASDR0PP002;BA;BAEUS0PP001;BA;15726.64;2016-01-01;operação;mudança de endereço
BAL2000014;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP GOV. MANGABEIRA - IFBAIANO;Governo;L2;100;100;01233/2014/DC/4600;2014-07-29;Contrato;2014-09-30;;;BASDR0PP002;BA;BAGMG0PP001;BA;15726.64;2016-01-01;operação;mudança de endereço
BAL2000016;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP FEIRA DE SANTANA - UFRB;Governo;L2;100;100;01306/2014/DC/4600;2014-09-15;Contrato;2014-11-28;;;BASDR0PP002;BA;BAFSA0TR001;BA;15726.64;2016-01-01;operação;mudança de configuração
BAL2000017;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CRUZ DAS ALMAS - UFRB;Governo;L2;1000;1000;01342/2014/DC/4600;2014-10-07;Contrato;2015-03-30;;;BASDR0PP002;BA;BACZM0TR001;BA;81497.85;2016-01-01;operação;mudança de endereço
BATX000016;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP - SALVADOR-VITÓRIA;Governo;TX;10000;10000;01373/2014/DC/4600;2014-11-03;Contrato;2015-05-25;;;BASDR0PP002;BA;ESSEA0PP002;ES;0.00;2016-01-01;operação;ativado
CETX000037;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP  FLA-RCE;Governo;TX;10000;10000;0493/2013/4400/4600;2013-06-27;Contrato;2014-05-27;;;;CE;;;0.00;2016-01-01;operação;ativado
DFAC000009;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP BRASILIA - INTERNET;Governo;AC;0;0;;2016-01-01;Contrato;2013-01-22;;;DFBSA0TC024;DF;;;0.00;2016-01-01;cancelado;cancelado
DFL2000002;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ANAPOLIS;Governo;L2;0;0;;2016-01-01;Contrato;2012-06-20;;;DFBSA0PP001;DF;GOANS0TR003;GO;0.00;2016-01-01;cancelado;cancelado
DFTX000032;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP  BSA-FLA;Governo;TX;10000;10000;0494/2013/4400/4600;2013-06-27;Contrato;2013-11-18;;;DFBSA0TC024;DF;;;0.00;2016-01-01;operação;ativado
DFTX000033;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP  BSA-GNA;Governo;TX;10000;10000;0495/2013/4400/4600;2013-06-27;Contrato;2013-08-15;;;DFBSA0TC024;DF;;;0.00;2016-01-01;operação;ativado
GOL2000001;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CAMPUS RIO VERDE;Governo;L2;100;100;0173/2012/DC/4400/4600;2013-02-28;Contrato;2013-03-05;;;GORVD0TC004;GO;GOGNA0TF009;GO;16302.89;2016-01-01;operação;ativado
GOL2000002;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP MORRINHOS;Governo;L2;100;100;0174/2012/DC/4400/4600;2013-03-05;Contrato;2013-03-05;;;GOMIH0TC003;GO;GOMIH0TC003;GO;16302.89;2016-01-01;operação;ativado
GOL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP APARECIDA DE GOIÂNIA;Governo;L2;100;100;0175/2012/DC/4400/4600;2013-03-05;Contrato;2013-03-05;;;GOACG0TR003;GO;GOGNA0TF009;GO;16302.89;2016-01-01;operação;ativado
GOL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP LUZIÂNIA;Governo;L2;100;100;0176/2012/DC/4400/4600;2013-03-05;Contrato;2013-03-25;;;GOLZA0TC002;GO;GOGNA0TF009;GO;16302.89;2016-01-01;operação;ativado
GOL2000005;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ANAPOLIS;Governo;L2;100;100;148/2012/DC/4400/4600;2013-03-05;Contrato;2013-03-05;;;GOGNA0TF009;GO;GOANS0TR003;GO;16302.89;2016-01-01;operação;ativado
GOL2000008;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ITUMBIARA - IFG;Governo;L2;100;100;0663/2013/4400/4600;2013-09-05;Contrato;2013-10-04;;;GOGNA0TF009;GO;GOIUB0TC008;GO;16302.89;2016-01-01;operação;ativado
GOL2000009;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP INHUMAS - IFG;Governo;L2;100;100;01370/2014/DC/4600;2014-10-31;Contrato;2014-11-25;;;GOGNA0TF009;GO;GOIUS0TC003;GO;16302.89;2016-01-01;operação;ativado
MAL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP IMPERATRIZ - IFMA;Governo;L2;100;100;01281/2014/DC/4600;2014-08-29;Contrato;2014-11-04;;;MAITZ0TC007;MA;PABLM0PM002;PA;16190.66;2016-01-01;operação;ativado
MAL2000005;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP IMPERATRIZ - UFMA;Governo;L2;100;100;0235/2013;2013-03-19;Contrato;2013-06-21;;;MAITZ0TC008;MA;PABLM0PM002;PA;16190.66;2016-01-01;operação;ativado
MAL2000006;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP GRAJAÚ - UFMA;Governo;L2;100;100;0258/2013/4400/4600;2013-05-06;Contrato;2013-10-10;;;MAGJU0TC003;MA;PABLM0PM002;PA;16190.66;2016-01-01;operação;ativado
MGL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP POÇOS DE CALDAS;Governo;L2;100;100;0232/2013;2013-03-19;Contrato;2013-07-24;;;MGPCS0TR002;MG;DFBSA0TC024;DF;15388.92;2016-01-01;operação;ativado
MGL2000013;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP DIVINÓPOLIS - UFSJ;Governo;L2;0;0;;2013-09-05;Contrato;2014-09-17;;;;MG;;;0.00;2016-01-01;cancelado;cancelado
MGL2000014;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP POÇOS DE CALDAS - CNEN;Governo;L2;100;0;0740/2013/4400/4600;2013-10-15;Contrato;2013-12-16;;;DFBSA0TC024;MG;MGPCS0TC007;MG;15388.92;2016-01-01;desativado;desativado
MTL2000006;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP - RONDONÓPOLIS - IFMT;Governo;L2;100;100;01068/2014/DC/4600;2014-05-20;Contrato;2014-07-21;;;DFBSA0TC024;MT;MTROI0TC003;MT;16548.00;2016-01-01;operação;ativado
MTL2000007;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP - RONDONÓPLIS - UFMT;Governo;L2;100;100;01202/2014/DC/4600;2014-07-22;Contrato;2014-08-04;;;DFBSA0TC024;MT;MTROI0PP002;MT;15968.76;2016-01-01;operação;ativado
PAL3000001;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP-BELÉM;Governo;L3;1000;1000;01522/4600/2015;2015-01-30;Contrato;2012-11-06;;;DFBSA0TC024;PA;PABLM0PM002;PA;0.00;2016-01-01;operação;mudança de configuração
PBL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP AREIA - UFPB;Governo;L2;100;100;0727/2013/4400/4600;2013-10-09;Contrato;2013-12-20;;;PBCGE0TC002;PB;PBAEI0TR001;PB;16548.60;2016-01-01;operação;mudança de configuração
PBL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP BANANEIRA - UFPB;Governo;L2;100;100;0728/2013/4400/4600;2013-10-09;Contrato;2013-12-20;;;PBCGE0TC002;PB;PBBNN0TR002;PB;16548.60;2016-01-01;operação;mudança de configuração
PBL2000005;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CUITÉ - UFCG;Governo;L2;100;100;0802/2013/4400/4600;2013-12-09;Contrato;2014-01-15;;;PBCGE0TC002;PB;PBCUT0TR001;PB;16548.60;2016-01-01;operação;mudança de configuração
PBL2000007;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP MAMANGUAPE - UFPB;Governo;L2;100;100;0852/2014/DC/4600;2014-01-23;Contrato;2014-02-14;;;PBCGE0TC002;PB;PBMME0TR001;PB;16548.60;2016-01-01;operação;mudança de configuração
PBL2000008;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP RIO TINTO - UFPB;Governo;L2;100;100;0853/2014/DC/4600;2014-01-23;Contrato;2014-02-14;;;PBCGE0TC002;PB;PBRTT0TR001;PB;16548.60;2016-01-01;operação;mudança de configuração
PEL2000001;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CABO SANTO AGOSTINHO - URFPE;Governo;L2;100;100;01761/2015/DC/4600;2015-07-03;Contrato;2016-05-19;;;DFBSA0PM001;PE;PECBO0TC004;PE;15968.76;2015-07-30;operação;ativado
PETX000030;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP RCE-SDR;Governo;TX;10000;10000;0492/2013/4400/4600;2013-06-27;Contrato;2015-05-12;;;PERCE0PP001;PE;BASDR0PP002;BA;0.00;2016-01-01;operação;ativado
PIL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP PIRIPIRI - IFPI;Governo;L2;100;100;0731/2013/4400/4600;2013-10-09;Contrato;2014-01-09;;;DFBSA0TC024;PI;PIPIP0TC003;PI;15388.92;2016-01-01;operação;ativado
PIL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP PEDRO II - IFP;Governo;L2;100;100;0801/2013/4400/4600;2013-12-09;Contrato;2014-01-24;;;DFBSA0TC024;PI;PIPDO0TC002;PI;15388.92;2016-01-01;operação;ativado
RNL2000002;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP MACAÍBA - UFRN CAMPUS MACAÍBA;Governo;L2;100;100;0259/2013/4400/4600;2013-05-06;Contrato;2013-11-01;;;RNNTL0PP002;RN;RNNTL0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP SANTA CRUZ - UFRN;Governo;L2;100;100;0260/2013/4400/4600;2013-05-06;Contrato;2014-02-20;;;RNNTL0PP002;RN;RNSNZ0PP001;RN;15833.00;2016-01-01;operação;mudança de endereço
RNL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP MOSSORÓ - IFRN;Governo;L2;100;100;0261/2013/4400/4600;2013-05-06;Contrato;2013-11-08;;;RNNTL0PP002;RN;RNMRO0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000005;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP MOSSORÓ - UFERSA;Governo;L2;1000;1000;0264/2013/4400/4600;2013-05-06;Contrato;2014-10-31;;;RNNTL0PP002;RN;RNMRO0PP001;RN;80897.65;2016-01-01;operação;mudança de endereço
RNL2000006;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP PARNAMIRIM - IFRN;Governo;L2;100;100;0716/2013/4400/4600;2013-09-26;Contrato;2013-11-08;;;RNNTL0PP002;RN;RNNTL0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000007;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ANGICOS - UFERSA;Governo;L2;100;100;0664/2013/4400/4600;2013-09-05;Contrato;2013-11-04;;;RNNTL0PP002;RN;RNACU0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000008;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP SANTA CRUZ - IFRN;Governo;L2;100;100;0741/2013/4400/4600;2013-10-15;Contrato;2013-11-20;;;RNNTL0PP002;RN;RNSNZ0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000011;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CURRAIS NOVOS - UFRN;Governo;L2;100;100;0892/2014/4400/4600;2014-02-18;Contrato;2014-03-19;;;RNNTL0PP002;RN;RNSMS0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000012;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP SÃO GONÇALO AMARANTES - IFRN;Governo;L2;100;100;0893/2014/4400/4600;2014-02-18;Contrato;2014-03-12;;;RNNTL0PP002;RN;RNNTL0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RNL2000013;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP CURRAIS NOVOS  - IFRN;Governo;L2;100;100;0894/2014/4400/4600;2014-02-18;Contrato;2014-03-06;;;RNNTL0PP002;RN;RNSMS0PP001;RN;15610.82;2016-01-01;operação;mudança de endereço
RSL2000003;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP SANTANA DO LIVRAMENTO - UNIPAMPA;Governo;L2;0;0;0733/2013/4400/4600;2013-10-09;Contrato;2014-09-17;;;;RS;;;0.00;2016-01-01;cancelado;cancelado
SEL2000001;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP LARANJEIRAS - UFS;Governo;L2;100;0;067/2016/DC/4600;2016-01-27;Contrato;2016-01-01;;;DFBSA0TC024;SE;SELNJ0TR001;SE;0.00;2016-02-26;instalação;aguardando aceite
TOL2000004;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ARAGUAÍNA - IFTO;Governo;L2;100;100;0168/2012/DC/4400/4600;2013-03-19;Contrato;2013-11-01;;;TOPMJ0TC005;TO;TOARN0TC011;TO;15388.92;2016-01-01;operação;ativado
TOL2000005;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP GURUPI - UFT;Governo;L2;100;100;0232/2013/4400/4600;2013-02-04;Contrato;2013-06-21;;;TOPMJ0TC005;TO;TOGUR0TC006;TO;15388.92;2016-01-01;operação;ativado
TOL2000006;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP GURUPI - IFTO;Governo;L2;100;100;0256/2013/4400/4600;2013-05-06;Contrato;2013-06-21;;;TOPMJ0TC005;TO;TOGUR0TC002;TO;15388.92;2016-01-01;operação;ativado
TOL2000007;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ARAGUAÍNA - UFT CCA;Governo;L2;100;100;0725/2013/4400/4600;2013-10-09;Contrato;2013-12-04;;;TOPMJ0TC005;TO;TOARN0TC009;TO;15388.92;2016-01-01;operação;ativado
TOL2000008;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP ARAGUAÍNA - UFT CCI;Governo;L2;100;100;0726/2013/4400/4600;2013-10-09;Contrato;2013-11-08;;;TOPMJ0TC005;TO;TOARN0TC008;TO;15388.92;2016-01-01;operação;ativado
TOL2000009;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP PARAÍSO DO TOCANTINS - UFT;Governo;L2;100;100;0730/2013/4400/4600;2013-10-09;Contrato;2014-01-24;;;TOPMJ0TC005;TO;TOPIT0TC004;TO;15388.92;2016-01-01;operação;ativado
TOL2000010;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP TOCANTINÓPOLIS - UFT;Governo;L2;100;100;0734/2013/4400/4600;2013-10-09;Contrato;2013-11-14;;;TOPMJ0TC005;TO;TOTNS0TC002;TO;15388.92;2016-01-01;operação;ativado
TOL2000011;RNP - REDE NACIONAL DE ENSINO E PESQUISA;RNP MIRACEMA DO TOCANTINS - UFT;Governo;L2;100;100;01231/2014/DC/4600;2014-07-29;Contrato;2014-08-08;;;TOPMJ0TC005;TO;TOMNE0TC003;TO;15388.92;2016-01-01;operação;ativado
MTBL000001;RODRIGO JOSE MARASCA & CIA LTDA - ME;PRIMATEC TECNOLOGIA;Brasília;BL;500;500;01719/2015/DC/4600;2015-06-05;Contrato;2015-08-17;4730/0015/2015;;MTROI0PP001;MT;MTROI0PP001;MT;30900.00;2016-01-01;operação;upgrade
MABL000033;RODRIGUES E MACEDO LTDA;RODRIGUES E MACEDO;;BL;200;200;01824/2015/DC/4600;2015-08-11;Contrato;2016-01-21;;;;MA;MAITZ0PP001;MA;14600.00;2015-09-10;operação;upgrade
ROBL000003;RONDON TELECOM LTDA - ME;RONDONET;Brasília;BL;140;140;00532/2013/DC/4600/3500;2013-08-05;Contrato;2013-11-22;4500-029/2013;2;ROPVO0PP001;RO;ROPVO0PP001;RO;21200.00;2016-01-01;operação;upgrade
